epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,1873.32,2.39525,1.31773,0.94403,0.07933,0.36047,0.05119,0.01675,2.33189,20.1295,0.87601,0.0070696,0.0070696,0.0070696
150,1887.97,2.50363,1.35391,0.93701,0.07545,0.2997,0.055,0.01939,2.17895,18.0902,0.85986,0.0070498,0.0070498,0.0070498
151,1902.51,2.49636,1.38323,0.93743,0.07155,0.26767,0.04986,0.01639,2.07994,17.274,0.83555,0.00703,0.00703,0.00703
152,1917.28,2.44448,1.36534,0.93728,0.0699,0.24983,0.05158,0.01884,2.13844,16.9215,0.84941,0.0070102,0.0070102,0.0070102
153,1932.09,2.40469,1.33583,0.94214,0.09075,0.2393,0.06413,0.01889,2.20289,16.5342,0.85666,0.0069904,0.0069904,0.0069904
154,1946.98,2.37134,1.31736,0.94196,0.08669,0.24617,0.05292,0.0172,2.04334,17.0552,0.84787,0.0069706,0.0069706,0.0069706
155,1961.66,2.39828,1.32832,0.93994,0.08063,0.2679,0.05351,0.01879,1.98553,16.1021,0.82662,0.0069508,0.0069508,0.0069508
156,1976.37,2.43749,1.34824,0.93507,0.09082,0.26767,0.05921,0.01956,2.21662,17.6814,0.84509,0.006931,0.006931,0.006931
157,1991.03,2.45346,1.35421,0.93316,0.07587,0.2868,0.05195,0.01848,2.18366,17.0984,0.85814,0.0069112,0.0069112,0.0069112
158,2005.62,2.36542,1.30211,0.93876,0.08664,0.25326,0.0558,0.01744,2.14182,15.3333,0.86085,0.0068914,0.0068914,0.0068914
159,2020.49,2.43872,1.37334,0.93466,0.06901,0.29993,0.04915,0.0159,2.03416,16.408,0.8397,0.0068716,0.0068716,0.0068716
160,2035.26,2.38056,1.32031,0.93566,0.07718,0.28552,0.05128,0.01754,2.14743,16.5687,0.86312,0.0068518,0.0068518,0.0068518
161,2049.81,2.40338,1.34097,0.94611,0.07354,0.28895,0.04812,0.01629,2.18604,15.7602,0.87247,0.006832,0.006832,0.006832
162,2064.73,2.33586,1.31532,0.90886,0.07925,0.33905,0.05657,0.02221,2.11171,16.2532,0.86465,0.0068122,0.0068122,0.0068122
163,2080.04,2.44618,1.358,0.93738,0.07654,0.28137,0.05177,0.01831,2.07519,17.5137,0.85166,0.0067924,0.0067924,0.0067924
164,2094.69,2.35323,1.31512,0.93327,0.08798,0.28918,0.06029,0.0203,1.95707,16.0928,0.85084,0.0067726,0.0067726,0.0067726
165,2109.28,2.43509,1.33178,0.91824,0.07803,0.26058,0.05105,0.01819,2.11727,17.5171,0.85415,0.0067528,0.0067528,0.0067528
166,2124.22,2.37431,1.29678,0.92678,0.06944,0.27843,0.05228,0.01927,1.96892,17.7191,0.84462,0.006733,0.006733,0.006733
167,2138.88,2.40136,1.29099,0.92504,0.06204,0.27522,0.04926,0.01901,1.98215,19.4752,0.84632,0.0067132,0.0067132,0.0067132
168,2153.45,2.37897,1.3023,0.93295,0.07104,0.28575,0.05082,0.0167,2.19478,18.1708,0.86731,0.0066934,0.0066934,0.0066934
169,2168.21,2.34429,1.32098,0.93949,0.07354,0.31755,0.05252,0.01829,2.25656,16.9056,0.91079,0.0066736,0.0066736,0.0066736
170,2182.93,2.3288,1.29616,0.92667,0.07992,0.30141,0.05762,0.01746,2.19996,20.4395,0.86164,0.0066538,0.0066538,0.0066538
171,2197.55,2.44039,1.3487,0.92959,0.08155,0.26782,0.05379,0.0171,2.16997,18.1103,0.84873,0.006634,0.006634,0.006634
172,2212.12,2.37065,1.28673,0.93288,0.07572,0.28918,0.05899,0.01749,2.08557,16.8269,0.8682,0.0066142,0.0066142,0.0066142
173,2226.92,2.4,1.35179,0.94355,0.08044,0.26767,0.05574,0.02056,2.25861,17.8254,0.8864,0.0065944,0.0065944,0.0065944
174,2241.65,2.34732,1.29633,0.93994,0.07977,0.27499,0.05195,0.01932,2.31571,18.4418,0.89473,0.0065746,0.0065746,0.0065746
175,2256.36,2.35309,1.29987,0.9239,0.07147,0.30336,0.05438,0.01744,2.25332,18.9166,0.87272,0.0065548,0.0065548,0.0065548
176,2270.94,2.34129,1.30451,0.92886,0.08102,0.25326,0.05495,0.01858,2.16808,16.1601,0.84928,0.006535,0.006535,0.006535
177,2285.55,2.3806,1.35642,0.92968,0.08065,0.27843,0.06182,0.02196,2.2032,16.8005,0.8712,0.0065152,0.0065152,0.0065152
178,2300.58,2.37398,1.3064,0.935,0.08766,0.26424,0.05814,0.02019,2.03635,16.5467,0.84332,0.0064954,0.0064954,0.0064954
179,2315.78,2.36398,1.30108,0.93271,0.07304,0.32121,0.0568,0.01701,2.14095,17.0971,0.85419,0.0064756,0.0064756,0.0064756
180,2331.19,2.36657,1.28823,0.91618,0.08724,0.41873,0.06033,0.02011,2.16909,17.4934,0.86235,0.0064558,0.0064558,0.0064558
181,2345.98,2.34745,1.27392,0.92971,0.07396,0.3315,0.05886,0.02035,2.11414,17.3518,0.85488,0.006436,0.006436,0.006436
182,2360.6,2.37263,1.29963,0.92793,0.08294,0.31412,0.06065,0.01905,2.16342,18.9345,0.85905,0.0064162,0.0064162,0.0064162
183,2375.3,2.31696,1.28454,0.92378,0.06637,0.28529,0.04536,0.0162,2.23498,17.2732,0.8759,0.0063964,0.0063964,0.0063964
184,2389.76,2.32495,1.29096,0.91437,0.08529,0.28918,0.05897,0.01912,2.21711,18.1752,0.88388,0.0063766,0.0063766,0.0063766
185,2404.31,2.33879,1.27556,0.91568,0.08765,0.29993,0.06178,0.02147,2.24111,18.5654,0.87896,0.0063568,0.0063568,0.0063568
186,2418.91,2.3104,1.26223,0.92586,0.07619,0.31412,0.05624,0.01868,2.38976,17.6397,0.90866,0.006337,0.006337,0.006337
187,2433.57,2.2987,1.26388,0.91561,0.08502,0.31755,0.05875,0.01839,2.19616,18.9777,0.87026,0.0063172,0.0063172,0.0063172
188,2448.08,2.3219,1.27098,0.91877,0.06968,0.27477,0.05282,0.01713,2.07111,17.7323,0.85157,0.0062974,0.0062974,0.0062974
189,2462.55,2.31756,1.2788,0.91615,0.06619,0.28895,0.04581,0.01454,2.07442,17.3998,0.84173,0.0062776,0.0062776,0.0062776
190,2477.07,2.32651,1.29761,0.92109,0.07359,0.47003,0.05534,0.0162,2.17761,17.7552,0.85813,0.0062578,0.0062578,0.0062578
191,2491.76,2.30485,1.26992,0.91329,0.08889,0.29803,0.06259,0.02004,2.29238,18.4038,0.87449,0.006238,0.006238,0.006238
192,2506.3,2.31373,1.26278,0.91789,0.07832,0.29261,0.05639,0.01859,2.18865,17.0454,0.87763,0.0062182,0.0062182,0.0062182
193,2520.97,2.26792,1.23836,0.9184,0.07805,0.29627,0.05458,0.01754,2.15207,18.4996,0.87306,0.0061984,0.0061984,0.0061984
194,2535.57,2.31933,1.28802,0.92068,0.0661,0.20384,0.04506,0.01521,2.13833,19.1353,0.86853,0.0061786,0.0061786,0.0061786
195,2550.25,2.24142,1.2219,0.92018,0.07644,0.30336,0.05712,0.02066,2.18051,18.9076,0.8453,0.0061588,0.0061588,0.0061588
196,2565.15,2.29517,1.26076,0.92296,0.08288,0.28552,0.06007,0.02333,2.22261,17.8166,0.87577,0.006139,0.006139,0.006139
197,2580.22,2.22347,1.2281,0.90183,0.07443,0.31755,0.06182,0.02159,2.15521,18.3803,0.86674,0.0061192,0.0061192,0.0061192
198,2595.07,2.27353,1.2292,0.91261,0.09083,0.33028,0.06433,0.02392,2.15082,19.7209,0.85218,0.0060994,0.0060994,0.0060994
199,2610.29,2.2986,1.24255,0.91636,0.08665,0.32408,0.06266,0.0234,2.24266,19.2843,0.88785,0.0060796,0.0060796,0.0060796
200,2624.86,2.32123,1.26147,0.90692,0.07784,0.34291,0.05802,0.02017,2.29998,21.2664,0.8704,0.0060598,0.0060598,0.0060598
201,2639.7,2.30173,1.26257,0.91714,0.08898,0.40362,0.06183,0.02052,2.21363,19.0785,0.85654,0.00604,0.00604,0.00604
202,2654.51,2.2559,1.24106,0.90635,0.08137,0.28186,0.06041,0.01935,2.02509,17.8709,0.83803,0.0060202,0.0060202,0.0060202
203,2669.2,2.29729,1.27305,0.91864,0.07903,0.32121,0.05915,0.0191,2.22889,18.1089,0.86131,0.0060004,0.0060004,0.0060004
204,2683.76,2.2381,1.24273,0.91045,0.07315,0.27454,0.04994,0.01667,2.18963,17.7842,0.85511,0.0059806,0.0059806,0.0059806
205,2698.51,2.13819,1.16983,0.91293,0.08024,0.33905,0.06325,0.02067,2.15142,19.364,0.86597,0.0059608,0.0059608,0.0059608
206,2713.29,2.23614,1.20883,0.91381,0.07037,0.33539,0.05443,0.01869,2.09233,18.3143,0.85359,0.005941,0.005941,0.005941
207,2727.98,2.21311,1.21815,0.91184,0.07051,0.33173,0.05255,0.01751,2.2084,19.2609,0.85865,0.0059212,0.0059212,0.0059212
208,2742.5,2.27797,1.25871,0.91525,0.074,0.34248,0.05611,0.01857,2.22788,17.5018,0.86642,0.0059014,0.0059014,0.0059014
209,2757.26,2.30037,1.24932,0.90988,0.08803,0.30313,0.06102,0.01855,2.16046,18.6624,0.84429,0.0058816,0.0058816,0.0058816
210,2772.18,2.25963,1.24697,0.90839,0.07982,0.32464,0.05999,0.02184,2.17819,17.9876,0.84798,0.0058618,0.0058618,0.0058618
211,2786.94,2.25554,1.2559,0.90773,0.08508,0.25326,0.06024,0.02128,2.07595,19.0475,0.8449,0.005842,0.005842,0.005842
212,2801.44,2.21886,1.20156,0.90242,0.08491,0.26401,0.05555,0.0166,2.22701,18.2928,0.86348,0.0058222,0.0058222,0.0058222
213,2815.91,2.25836,1.22706,0.91517,0.06683,0.28552,0.04765,0.01699,2.07555,19.587,0.84408,0.0058024,0.0058024,0.0058024
214,2830.7,2.25403,1.22263,0.89671,0.0883,0.29993,0.06583,0.02141,2.1493,21.5262,0.86655,0.0057826,0.0057826,0.0057826
215,2845.2,2.23371,1.23504,0.91953,0.07455,0.36376,0.0583,0.02066,2.20902,19.8194,0.83968,0.0057628,0.0057628,0.0057628
216,2859.83,2.21112,1.20337,0.91104,0.08161,0.2997,0.06364,0.02098,2.22782,18.4898,0.84228,0.005743,0.005743,0.005743
217,2874.32,2.2628,1.23814,0.90858,0.07469,0.3796,0.05911,0.01799,2.25371,17.8668,0.85518,0.0057232,0.0057232,0.0057232
218,2888.84,2.2063,1.18704,0.91475,0.08132,0.40797,0.05927,0.02119,2.13021,22.2135,0.84256,0.0057034,0.0057034,0.0057034
219,2903.72,2.25936,1.22097,0.91148,0.08058,0.32464,0.0647,0.02146,2.08704,18.4379,0.84415,0.0056836,0.0056836,0.0056836
220,2918.29,2.19552,1.20051,0.911,0.08192,0.34248,0.06237,0.0217,2.03491,18.0559,0.84186,0.0056638,0.0056638,0.0056638
221,2933.04,2.20962,1.19382,0.91617,0.07123,0.25692,0.05477,0.01861,2.21677,18.3138,0.85094,0.005644,0.005644,0.005644
222,2947.73,2.14631,1.13705,0.90057,0.0703,0.31755,0.05594,0.01756,2.16833,19.3995,0.85623,0.0056242,0.0056242,0.0056242
223,2962.33,2.17069,1.1722,0.90461,0.07566,0.33007,0.05629,0.02055,2.20338,19.1149,0.84919,0.0056044,0.0056044,0.0056044
224,2976.91,2.21614,1.22283,0.90095,0.07403,0.36885,0.05777,0.02107,2.18256,19.3147,0.84566,0.0055846,0.0055846,0.0055846
225,2991.59,2.21829,1.25931,0.90242,0.07342,0.29368,0.05977,0.01997,2.20417,18.4728,0.85586,0.0055648,0.0055648,0.0055648
226,3006,2.15634,1.18838,0.90104,0.08757,0.29627,0.06165,0.02064,2.21439,18.5553,0.86017,0.005545,0.005545,0.005545
227,3020.65,2.20583,1.21299,0.90306,0.08165,0.27111,0.05986,0.02031,2.15013,17.087,0.86308,0.0055252,0.0055252,0.0055252
228,3035.24,2.19802,1.19498,0.90871,0.07951,0.3283,0.0571,0.02045,2.23981,18.8155,0.86224,0.0055054,0.0055054,0.0055054
229,3050.31,2.16591,1.16661,0.90213,0.07278,0.29261,0.05017,0.01723,2.23639,19.4932,0.85648,0.0054856,0.0054856,0.0054856
230,3064.88,2.15026,1.2009,0.91408,0.06947,0.29238,0.04576,0.01564,2.22795,19.2061,0.86149,0.0054658,0.0054658,0.0054658
231,3079.53,2.13696,1.15838,0.89524,0.06362,0.23198,0.04374,0.01348,2.24161,19.4296,0.85742,0.005446,0.005446,0.005446
232,3093.96,2.17157,1.16231,0.89741,0.06958,0.30679,0.05148,0.01647,2.19873,21.0846,0.85549,0.0054262,0.0054262,0.0054262
233,3108.54,2.14591,1.19344,0.89612,0.0754,0.42239,0.05781,0.02083,2.11116,19.3999,0.8437,0.0054064,0.0054064,0.0054064
234,3123.19,2.1898,1.17824,0.90346,0.07451,0.39314,0.05309,0.01879,2.12995,19.5098,0.84451,0.0053866,0.0053866,0.0053866
235,3137.85,2.1202,1.1628,0.89443,0.0726,0.2997,0.05519,0.02045,2.18217,19.5952,0.84775,0.0053668,0.0053668,0.0053668
236,3152.48,2.19423,1.19035,0.90544,0.07785,0.28552,0.05563,0.0204,2.17457,18.9689,0.84839,0.005347,0.005347,0.005347
237,3167.13,2.1195,1.17201,0.9007,0.07961,0.27843,0.05719,0.01906,2.11012,19.2687,0.84277,0.0053272,0.0053272,0.0053272
238,3181.58,2.14789,1.23098,0.88261,0.07943,0.23221,0.056,0.0195,2.03406,19.2105,0.84223,0.0053074,0.0053074,0.0053074
239,3196.14,2.09753,1.13638,0.88621,0.07236,0.44343,0.05925,0.0201,2.25617,19.558,0.87035,0.0052876,0.0052876,0.0052876
240,3210.82,2.15402,1.17287,0.89374,0.063,0.27477,0.05416,0.01892,2.21495,18.8805,0.86888,0.0052678,0.0052678,0.0052678
241,3225.25,2.13681,1.15849,0.8934,0.07312,0.2075,0.05676,0.02007,2.12914,18.71,0.86524,0.005248,0.005248,0.005248
242,3239.7,2.07665,1.1316,0.89472,0.06958,0.36908,0.04969,0.0179,2.19337,19.5742,0.86031,0.0052282,0.0052282,0.0052282
243,3254.64,2.13165,1.19164,0.89464,0.07029,0.2075,0.04915,0.01751,2.19746,18.6923,0.8516,0.0052084,0.0052084,0.0052084
244,3269.23,2.15879,1.16832,0.89786,0.06484,0.18966,0.04798,0.01642,2.20254,18.8241,0.86369,0.0051886,0.0051886,0.0051886
245,3283.68,2.11218,1.1992,0.89161,0.06906,0.17891,0.04914,0.01873,2.2108,18.3535,0.86069,0.0051688,0.0051688,0.0051688
246,3298.19,2.14776,1.15929,0.89719,0.0782,0.29604,0.06002,0.02098,2.11619,18.9602,0.84384,0.005149,0.005149,0.005149
247,3312.7,2.09795,1.13635,0.89474,0.07935,0.31389,0.05802,0.01984,2.11029,19.6177,0.85268,0.0051292,0.0051292,0.0051292
248,3327.24,2.14901,1.1779,0.89872,0.06851,0.28895,0.05089,0.01826,2.13799,19.1459,0.84683,0.0051094,0.0051094,0.0051094
249,3341.85,2.08238,1.13966,0.8864,0.07501,0.29604,0.05505,0.01936,2.14635,19.3223,0.85409,0.0050896,0.0050896,0.0050896
250,3356.4,2.06139,1.14894,0.87853,0.06429,0.37251,0.04906,0.01734,2.15553,20.1199,0.85439,0.0050698,0.0050698,0.0050698
251,3370.91,2.06375,1.12188,0.88828,0.0808,0.42925,0.05868,0.02054,2.09159,20.3493,0.85922,0.00505,0.00505,0.00505
252,3385.47,2.10124,1.13992,0.89117,0.07965,0.42948,0.0588,0.02209,2.09832,20.3864,0.847,0.0050302,0.0050302,0.0050302
253,3400.04,2.10664,1.14092,0.89714,0.08116,0.42239,0.06007,0.02181,2.04335,20.5173,0.85069,0.0050104,0.0050104,0.0050104
254,3414.68,2.16624,1.14929,0.88803,0.07901,0.41293,0.05922,0.02001,2.15511,21.0934,0.84899,0.0049906,0.0049906,0.0049906
255,3429.29,2.08403,1.12679,0.89096,0.07988,0.39013,0.058,0.01939,2.11513,20.5118,0.86235,0.0049708,0.0049708,0.0049708
256,3443.97,2.13173,1.1324,0.90188,0.07178,0.34757,0.05359,0.01732,2.03225,20.5351,0.85589,0.004951,0.004951,0.004951
257,3458.44,2.06674,1.11353,0.89133,0.07291,0.28186,0.05672,0.01758,2.08025,19.7126,0.85686,0.0049312,0.0049312,0.0049312
258,3472.92,2.15008,1.14107,0.88726,0.07593,0.2075,0.05598,0.01781,2.08421,19.7926,0.84636,0.0049114,0.0049114,0.0049114
259,3487.59,2.14125,1.17016,0.89485,0.06694,0.33682,0.05127,0.01723,2.00504,20.8982,0.83154,0.0048916,0.0048916,0.0048916
260,3502.24,2.04941,1.08591,0.88233,0.08378,0.28552,0.06374,0.02268,2.08957,20.7683,0.82813,0.0048718,0.0048718,0.0048718
261,3516.78,2.03896,1.10776,0.88694,0.07352,0.2679,0.05528,0.0198,2.15683,19.9962,0.84691,0.004852,0.004852,0.004852
262,3531.43,2.04135,1.08101,0.88746,0.06471,0.36519,0.05044,0.01729,2.21583,19.4417,0.85916,0.0048322,0.0048322,0.0048322
263,3546.07,2.03872,1.12564,0.88879,0.07114,0.29427,0.05427,0.01783,2.16314,19.4253,0.84869,0.0048124,0.0048124,0.0048124
264,3560.6,2.07457,1.13029,0.8903,0.07212,0.34048,0.05763,0.01941,2.30496,19.2629,0.87697,0.0047926,0.0047926,0.0047926
265,3575.2,2.07369,1.11415,0.88606,0.07062,0.25715,0.05482,0.01836,2.30863,19.6569,0.88089,0.0047728,0.0047728,0.0047728
266,3589.87,2.02396,1.0864,0.8881,0.07938,0.37251,0.05696,0.01919,2.2203,20.1766,0.87294,0.004753,0.004753,0.004753
267,3604.47,2.01011,1.09239,0.88934,0.07163,0.34048,0.04977,0.01792,2.24865,21.0295,0.88065,0.0047332,0.0047332,0.0047332
268,3619.03,2.06148,1.12593,0.88677,0.07792,0.40431,0.05491,0.01954,2.22288,20.6157,0.87952,0.0047134,0.0047134,0.0047134
269,3633.64,1.96941,1.09977,0.87425,0.07723,0.43291,0.05527,0.01868,2.29485,20.1365,0.87956,0.0046936,0.0046936,0.0046936
270,3648.17,2.06289,1.10787,0.87766,0.06698,0.39013,0.04888,0.01949,2.21564,19.9906,0.87128,0.0046738,0.0046738,0.0046738
271,3663.02,2.02917,1.09062,0.87723,0.06741,0.3867,0.05598,0.02017,2.24447,20.8805,0.87683,0.004654,0.004654,0.004654
272,3677.43,2.02202,1.08862,0.87776,0.07077,0.3796,0.0529,0.01992,2.25033,20.9196,0.885,0.0046342,0.0046342,0.0046342
273,3692.1,2.02294,1.1156,0.88376,0.06823,0.30502,0.04857,0.01925,2.27621,20.1951,0.89527,0.0046144,0.0046144,0.0046144
274,3706.73,2.03475,1.11159,0.89486,0.06807,0.31555,0.04907,0.01733,2.19945,20.5368,0.88911,0.0045946,0.0045946,0.0045946
275,3721.3,1.9932,1.06795,0.88315,0.07664,0.30434,0.05574,0.01857,2.25247,20.8996,0.88412,0.0045748,0.0045748,0.0045748
276,3735.94,2.01488,1.06188,0.871,0.07239,0.28375,0.05256,0.01752,2.28704,22.2668,0.9003,0.004555,0.004555,0.004555
277,3750.52,1.98798,1.0802,0.89045,0.06896,0.26224,0.04809,0.01787,2.26676,21.7653,0.88395,0.0045352,0.0045352,0.0045352
278,3765.08,2.02954,1.10929,0.88424,0.06831,0.30479,0.04839,0.01836,2.22712,20.7542,0.88859,0.0045154,0.0045154,0.0045154
279,3779.65,2.01881,1.07117,0.88123,0.07129,0.33339,0.05314,0.01977,2.21809,21.1289,0.89326,0.0044956,0.0044956,0.0044956
280,3794.11,2.01682,1.09362,0.88759,0.07881,0.35467,0.05841,0.02094,2.18025,21.9063,0.86813,0.0044758,0.0044758,0.0044758
281,3808.69,1.9803,1.05833,0.87489,0.0685,0.37251,0.05673,0.02056,2.1065,21.2569,0.86637,0.004456,0.004456,0.004456
282,3823.33,1.9484,1.04275,0.88018,0.0682,0.26224,0.04414,0.01989,2.19106,21.311,0.87027,0.0044362,0.0044362,0.0044362
283,3838.1,2.04388,1.08293,0.86947,0.07086,0.26224,0.04655,0.01823,2.20631,20.9042,0.8739,0.0044164,0.0044164,0.0044164
284,3852.65,1.93972,1.02182,0.8791,0.06567,0.31921,0.04645,0.01919,2.25338,22.2727,0.87948,0.0043966,0.0043966,0.0043966
285,3867.12,2.02951,1.11263,0.87943,0.0777,0.35124,0.05627,0.02122,2.27273,21.3239,0.86869,0.0043768,0.0043768,0.0043768
286,3881.69,1.99331,1.06932,0.8802,0.07347,0.35833,0.0543,0.01989,2.19822,21.3954,0.87716,0.004357,0.004357,0.004357
287,3896.27,1.93633,1.02624,0.88338,0.06657,0.33362,0.05275,0.01954,2.35332,22.8733,0.89711,0.0043372,0.0043372,0.0043372
288,3910.79,1.9458,1.05066,0.87514,0.07525,0.39745,0.05897,0.01919,2.35808,21.9289,0.89634,0.0043174,0.0043174,0.0043174
289,3925.34,1.99088,1.06967,0.8766,0.06657,0.35833,0.05042,0.01833,2.29145,21.8797,0.8909,0.0042976,0.0042976,0.0042976
290,3939.88,1.9323,1.02627,0.86788,0.07267,0.39013,0.05057,0.01861,2.34533,21.9175,0.89184,0.0042778,0.0042778,0.0042778
291,3954.56,1.94747,1.06239,0.86889,0.07647,0.357,0.05466,0.019,2.30834,21.7679,0.89649,0.004258,0.004258,0.004258
292,3969.17,1.96332,1.0389,0.87613,0.07039,0.39013,0.05432,0.01938,2.20318,21.4909,0.89478,0.0042382,0.0042382,0.0042382
293,3983.83,1.95935,1.03754,0.87469,0.07904,0.36519,0.05326,0.01881,2.20329,21.062,0.88479,0.0042184,0.0042184,0.0042184
294,3998.39,1.93342,1.02116,0.87751,0.07873,0.36885,0.05584,0.01873,2.27149,20.9199,0.8924,0.0041986,0.0041986,0.0041986
295,4012.91,1.92946,1.03651,0.87965,0.07835,0.27843,0.05781,0.01887,2.29037,21.3751,0.88172,0.0041788,0.0041788,0.0041788
296,4027.53,1.91872,1.02951,0.87443,0.08062,0.3378,0.0571,0.01825,2.25716,21.3594,0.86462,0.004159,0.004159,0.004159
297,4042.08,1.93249,1.03433,0.87578,0.08231,0.36519,0.0615,0.01982,2.22706,21.6127,0.87095,0.0041392,0.0041392,0.0041392
298,4056.51,1.9094,1.02467,0.87557,0.07383,0.27477,0.05712,0.01843,2.24936,21.4113,0.87857,0.0041194,0.0041194,0.0041194
